"decimalLongitude","decimalLatitude","rep3"
-86.86689,20.41358,261
-88.809845,19.897132,260
-87.428957,20.214909,258
-89.768383,20.359906,263
-87.29373,20.428947,258
-87.435442,20.215756,258
-86.922343,20.422984,261
-89.393642,20.996761,258
-89.380202,21.234444,256
-87.7465,20.47348,256
-89.595419,20.840892,259
-87.657681,19.796587,259
-89.690134,21.129651,256
-86.824478,21.20116,255
-90.629491,18.797266,260
-89.515841,21.074144,257
-87.507448,20.082497,260
-89.049587,20.071595,259
-88.688546,20.783598,259
-87.43808,20.195478,259
-89.653693,21.042412,257
-89.644455,21.278194,255
-87.11987,20.580401,259
-88.140081,18.359938,260
-87.429218,20.215031,258
-87.831143,18.35661,264
-86.822476,21.200642,255
-88.569778,20.684917,258
-87.375533,20.287047,259
-89.426107,21.318759,256
-86.821625,21.196636,255
-86.875076,20.847553,257
-89.592586,20.96737,258
-88.150168,18.28234,259
-87.237516,20.49832,259
-88.303726,18.521103,259
-87.722842,20.505894,255
-89.629872,20.968147,258
-88.809845,19.89728,260
-86.813359,21.182957,255
-87.704807,18.721717,263
-87.429237,20.21493,258
-86.861995,21.20976,255
-86.904057,20.850641,257
-88.809845,19.897132,260
-86.884754,21.121953,255
-89.769944,20.361145,263
-88.458504,20.609037,257
-87.213678,20.507726,258
-89.638025,21.027632,257
-87.431044,20.214929,258
-87.184718,20.530826,259
-87.428617,20.215077,258
-87.288019,20.437253,259
-87.141244,20.59746,258
-87.307895,20.399276,259
-88.334197,18.023242,252
-89.499532,21.079305,257
-87.70283,18.72189,263
-87.343141,20.378353,258
-89.77112,20.360757,263
-89.768383,20.359906,263
-87.085739,20.61325,258
-89.421632,21.190639,256
-88.202042,18.318932,259
-88.206038,20.72557,253
-89.577758,21.099838,256
-88.281292,18.504759,260
-87.997721,21.451449,253
-89.562921,18.502039,248
-87.238119,20.490876,259
-87.33334,20.366601,258
-86.779305,21.060358,256
-88.145471,21.59371,254
-87.235833,20.494446,259
-88.569639,20.683962,258
-89.011172,20.931254,261
-90.37672,20.85651,264
-89.642558,21.049575,257
-86.988577,20.273012,261
-89.625037,21.291583,255
-87.912497,18.004344,266
-87.020452,20.382177,260
-87.330303,20.368499,259
-86.838279,21.142769,255
-87.089347,20.606975,258
-86.953163,20.487562,260
-89.030768,19.996295,258
-89.094338,20.709879,262
-86.844917,20.5032,261
-89.326062,21.213046,256
-87.380862,20.286111,259
-86.814505,21.175348,255
-89.679048,21.050877,257
-87.054346,20.681562,258
-86.938645,20.533925,260
-87.42942,20.215253,258
-86.778483,21.031377,257
-87.282782,20.445826,259
-86.982793,20.277698,261
-89.768383,20.359906,263
-89.629873,20.968145,258
-87.076968,20.630307,258
-88.221345,18.876521,258
-88.15904,21.599229,254
-86.958058,20.769652,258
-89.600968,21.121062,256
-87.092658,20.603962,258
-88.809845,19.89728,260
-88.44839,20.591161,257
-88.227979,18.875061,258
-87.145837,20.593017,258
-87.342643,20.376765,258
-86.820239,20.450336,261
-86.912097,20.551921,261
-88.809845,19.897132,260
-87.46194,20.140688,259
-86.913908,21.177879,255
-86.965701,20.758072,258
-86.922343,20.423463,261
-90.694055,19.579501,260
-87.631944,20.645833,254
-87.009133,20.705345,258
-89.554768,18.269492,245
-89.549561,18.617616,246
-89.625095,21.153692,256
-87.73526,20.492426,256
-87.005142,20.299594,261
-87.703788,18.735505,263
-89.594713,21.084595,256
-89.625193,21.076054,257
-90.097044,20.263853,269
-86.816248,21.14495,256
-89.592586,20.96737,258
-89.011089,19.659416,258
-86.920604,20.863028,257
-87.478177,20.134622,259
-86.945268,20.775363,258
-86.962171,20.498062,261
-87.378818,20.282492,259
-88.058342,21.5949,254
-89.779337,21.135797,256
-89.335164,21.178669,256
-87.441608,20.208005,259
-86.941612,20.512871,260
-87.055564,20.68241,258
-88.287375,18.523545,260
-89.635463,21.282075,255
-88.291955,18.529327,259
-88.352569,18.743328,258
-86.822075,21.200571,255
-86.867721,20.87425,258
-88.312852,18.499929,259
-89.597478,21.090583,256
-87.634833,20.64498,254
-87.065352,20.633106,258
-89.435562,19.367962,256
-89.341535,21.343996,256
-89.603882,18.435421,248
-86.827693,21.144866,256
-89.5701,21.29965,255
-87.364708,20.350181,258
-88.608897,18.909192,256
-89.541,21.047447,257
-87.019984,20.381849,260
-89.772941,20.673332,262
-87.429245,20.214538,258
-88.416826,18.624785,257
-86.87505,20.843673,257
-87.63515,20.64674,254
-86.778623,21.071255,256
-89.81028,18.105556,251
-90.047693,21.164085,259
-87.795306,21.446438,252
-89.858122,18.321448,252
-87.817027,18.334925,264
-89.625739,21.269708,255
-86.98938,20.273376,261
-86.828658,20.988549,257
-86.839025,21.142407,255
-88.144304,20.59888,254
-89.547119,21.039652,257
-89.426329,21.317141,256
-87.151849,20.626168,258
-89.644022,21.276437,255
-89.19445,21.213503,257
-89.602589,21.071293,257
-90.026928,21.165823,258
-89.626026,20.892069,259
-86.833077,20.975581,257
-88.809845,19.897132,260
-89.556111,20.0875,259
-86.732095,21.221486,255
-89.830162,20.93315,259
-88.562681,20.678081,258
-86.837051,21.143852,255
-86.969083,20.476732,261
-90.354513,20.878953,263
-86.855614,21.05685,256
-89.618698,21.044079,257
-87.710539,21.196862,252
-86.873563,20.852205,258
-86.773956,21.077719,256
-89.417076,18.593368,245
-87.073885,20.629559,258
-88.151108,20.598717,254
-89.546581,21.085746,256
-86.841579,21.157526,255
-87.602234,20.712189,253
-86.795554,21.037998,257
-86.862636,20.88216,257
-87.019328,20.381277,260
-89.024219,21.25091,258
-88.433005,18.599642,257
-87.428937,20.214231,258
-90.207825,20.858342,263
-86.993342,20.365103,260
-87.27278,20.453255,259
-89.671087,20.925006,258
-86.73201,21.221588,255
-88.183361,18.318056,259
-89.516328,21.068559,257
-86.736031,21.233062,255
-89.639244,21.029012,257
-89.801086,18.114325,251
-89.652332,21.08354,256
-89.484501,18.519226,246
-87.464132,20.246393,258
-86.82256,21.198937,255
-87.104568,20.662609,258
-89.089879,21.150677,259
-87.30547,20.409785,259
-88.260451,18.539178,260
-86.939152,20.531692,260
-88.20772,20.665224,253
-90.037695,21.163467,258
-89.643065,21.223052,255
-89.794693,21.154958,256
-87.271624,20.45438,259
-89.570602,20.81838,259
-87.429467,20.215081,258
-86.839904,21.142628,255
-86.955003,20.76342,258
-87.044643,20.663252,258
-89.342834,21.172641,256
-87.61132,20.078948,259
-89.658264,20.89921,259
-89.480988,18.408812,246
-89.621633,20.865307,259
-89.592943,21.06732,257
-89.61299,20.989765,258
-87.086811,20.650609,258
-89.540301,21.225434,255
-86.90011,20.848046,257
-87.486258,20.207375,259
-86.940713,20.389234,261
-88.296146,18.500189,259
-89.588357,20.952555,258
-87.14069,20.593855,258
-89.326288,20.206067,256
-89.031481,19.999847,258
-89.57841,20.947465,258
-86.991863,20.751029,258
-86.812593,21.024167,257
-87.077288,20.620042,259
-89.692222,21.015497,257
-89.264938,21.339575,256
-87.28505,21.544015,253
-89.770018,20.361437,263
-89.549763,18.617027,246
-87.089069,20.79527,256
-86.77952,21.060524,256
-89.584938,20.999302,258
-90.14005,20.863563,263
-89.499532,21.079305,257
-87.260086,20.49912,258
-86.780053,21.064445,256
-86.875534,20.847808,257
-86.919222,20.833568,257
-88.395505,18.668019,258
-87.335593,20.384286,258
-87.014673,20.715846,258
-87.004058,20.302667,261
-86.84039,20.987418,256
-89.64315,20.860739,259
-87.109086,20.588823,258
-86.777908,21.074075,256
-87.430397,20.213172,258
-87.636229,20.647304,254
-86.962933,20.749078,258
-88.158835,21.121442,254
-87.448551,20.215548,258
-87.333382,20.361878,258
-90.996808,18.327994,260
-88.415233,18.645332,258
-89.616775,21.099082,256
-88.980659,21.130872,259
-89.669811,21.161208,256
-87.073885,20.629559,258
-87.007901,20.429442,261
-87.018943,20.381332,260
-86.884611,20.493333,261
-86.955463,20.763611,258
-90.343755,20.972171,262
-88.383867,18.706075,258
-90.046137,21.162958,259
-88.319781,18.506209,259
-86.813614,21.026727,257
-89.387119,21.02243,258
-89.07138,20.206516,259
-89.29865,21.210804,256
-89.889147,18.363919,252
-87.707787,20.530142,255
-87.250062,20.490368,258
-87.0214,20.389022,260
-90.391747,20.859963,264
-87.429245,20.214538,258
-87.383771,20.279768,259
-86.886743,20.881258,257
-87.074203,20.704858,258
-86.851528,21.161908,255
-87.133276,20.588267,258
-89.519633,21.07307,257
-87.64959,21.268239,251
-88.867875,20.774377,261
-87.439794,19.861366,261
-90.95016,19.14763,261
-89.523511,21.146853,256
-87.287263,20.447783,259
-87.453012,20.163831,259
-87.01037,20.34873,261
-89.840973,21.249641,256
-89.393945,18.508245,246
-87.599442,20.091379,259
-89.582956,20.930478,258
-89.617359,20.869284,259
-86.760574,21.110603,256
-87.039047,20.662399,259
-87.430061,20.21596,258
-86.9055,20.34664,261
-89.713064,20.484915,262
-90.713468,19.358204,258
-88.566045,18.806918,256
-88.525956,20.041523,259
-87.710531,21.41384,252
-87.07148,20.872145,256
-88.446085,20.58829,257
-89.576272,20.949118,258
-87.0158,20.69897,258
-86.989432,20.273507,261
-89.586954,20.944365,258
-89.288625,21.322235,256
-87.347401,21.429994,252
-86.778881,21.071305,256
-87.152499,20.624416,258
-86.7817,21.052186,256
-89.81034,18.103438,251
-87.435052,20.211096,258
-88.925662,20.342376,260
-87.154599,21.171589,253
-87.632732,18.801138,262
-87.608879,21.46044,253
-87.84158,21.464773,253
-88.158835,21.121442,254
-86.966236,20.760811,258
-86.808953,21.177575,255
-89.609535,21.100261,256
-86.987624,20.272795,261
-87.464798,20.210197,258
-87.674629,21.51578,252
-90.039731,21.163037,258
-90.045549,21.163987,259
-87.4292,20.215288,258
-89.066873,20.888092,261
-87.444649,19.866831,261
-89.595278,21.149722,255
-87.017598,20.692679,258
-87.428912,20.214355,258
-89.531715,21.063132,257
-86.780134,21.06004,256
-86.876106,20.848249,257
-89.53614,20.94701,258
-87.726703,18.665205,263
-88.191937,20.771937,253
-87.429733,20.214338,258
-87.430511,20.214077,258
-89.267809,21.248287,257
-89.561111,20.752778,260
-87.086333,20.608928,258
-87.119272,20.58115,259
-88.012316,20.809505,253
-87.28913,20.441658,259
-89.570038,20.817452,259
-87.563697,20.340186,257
-89.76894,20.362007,263
-87.086839,20.650517,258
-89.771051,20.359878,263
-86.821658,21.201046,255
-86.736629,21.231331,255
-86.815853,21.147753,256
-88.303728,18.520322,259
-87.119239,20.58087,259
-89.624234,20.966471,258
-89.636315,20.998434,258
-87.061133,20.635805,258
-88.141518,20.892733,253
-88.303157,18.496598,259
-86.782863,21.161908,256
-90.37104,20.94403,263
-88.659393,18.293327,251
-89.328546,21.213645,256
-89.553957,21.048476,257
-87.305658,20.410625,259
-89.587645,20.395887,259
-89.24881,21.323919,256
-88.065489,20.830473,253
-89.639372,21.028648,257
-87.059706,20.695995,258
-86.982979,20.464535,261
-89.624907,21.267569,255
-88.445839,20.589062,257
-86.826513,21.138242,256
-89.274275,20.213537,257
-88.23517,19.003646,258
-86.859254,21.13296,255
-88.905539,21.363307,258
-88.809845,19.897132,260
-87.025367,20.686147,258
-86.863289,20.546876,261
-87.125878,20.585092,258
-88.145495,21.593784,254
-87.63431,20.647322,254
-86.947352,20.307675,261
-86.830573,20.971166,257
-89.551685,20.915172,258
-88.387235,18.692523,258
-89.818745,18.279297,250
-86.814026,21.262472,255
-89.813,18.249,249
-87.42917,20.215083,258
-89.451349,18.551516,245
-86.877263,20.979239,256
-86.82256,21.198937,255
-87.428933,20.216203,258
-89.283751,20.738659,260
-86.901834,20.86644,257
-88.809845,19.897132,260
-86.951288,20.770753,258
-86.842373,20.986886,256
-88.911716,20.793933,261
-90.363567,20.94193,263
-87.149017,20.618656,258
-88.446386,20.588073,257
-86.817055,21.147593,256
-89.89563,18.420255,253
-89.629873,20.968145,258
-87.237497,20.520682,258
-90.386161,19.488805,260
-87.084726,20.61343,258
-88.859444,19.930833,260
-87.73316,20.4979,256
-89.040091,18.243943,251
-87.061329,20.695779,258
-89.522972,20.097457,258
-88.589741,20.324969,259
-86.809873,21.161937,256
-89.625472,21.076589,257
-87.020216,20.355008,261
-90.047653,21.163925,259
-87.507361,20.269339,258
-89.574032,20.742818,260
-87.608607,20.573977,255
-88.319701,18.50787,259
-86.947352,20.307675,261
-89.416589,21.292502,256
-86.845734,21.086517,255
-89.168229,21.348905,257
-89.598153,21.091145,256
-86.781062,21.062349,256
-88.31563,18.544178,259
-88.388707,18.676793,258
-88.201835,20.68928,253
-89.637458,20.977826,258
-88.566637,20.676187,258
-86.874841,20.383811,261
-87.348218,20.339563,258
-89.738124,20.749437,261
-89.927738,18.582336,255
-88.568939,20.676403,258
-89.450498,18.551014,245
-89.980437,21.18248,258
-88.385017,18.70369,258
-89.37896,18.749891,247
-87.633973,20.646897,254
-88.135994,20.890712,253
-86.747345,21.261092,255
-87.33204,20.366847,259
-86.90656,21.180986,255
-86.99357,20.443722,261
-89.63401,20.99991,258
-87.456704,20.21351,258
-88.387329,18.693454,258
-89.654736,18.492704,249
-87.122658,20.83965,256
-89.522847,21.075168,257
-86.834778,21.133007,255
-87.338105,20.361075,258
-87.874832,18.25128,264
-86.778128,21.07206,256
-87.428749,20.216145,258
-87.134775,20.61675,258
-87.896033,21.586115,253
-88.447121,20.589596,257
-86.820982,21.145932,256
-89.622952,20.943519,258
-87.296838,20.429509,258
-86.962085,20.755395,258
-87.335,21.431767,252
-87.184718,20.530826,259
-87.287132,20.447176,259
-90.230566,19.597149,264
-88.126088,18.334635,260
-89.706765,21.123642,256
-89.553856,21.057043,257
-90.051185,20.446958,269
-86.845192,20.498284,260
-89.770108,20.361463,263
-86.960139,20.498418,261
-89.694085,21.270888,255
-88.445628,20.589187,257
-89.629872,20.968147,258
-89.416222,21.297742,256
-87.356865,20.317538,259
-89.354551,21.315189,256
-89.437661,18.429606,246
-86.855117,21.096222,255
-87.064373,20.659677,258
-86.901466,20.846172,257
-89.025401,20.927413,261
-88.449621,18.573521,256
-89.639232,21.028831,257
-88.570763,20.679997,258
-86.788095,21.472981,254
-87.019444,20.693803,258
-87.429145,20.213783,258
-87.030272,20.669447,258
-87.051377,20.679762,258
-87.333312,20.364587,259
-89.815467,20.835955,260
-89.518404,18.351267,246
-89.65864,21.160206,256
-88.319692,18.507549,259
-89.889602,18.475659,254
-88.38685,18.679623,258
-87.390572,20.324913,258
-89.643867,21.018968,257
-89.253301,21.203743,257
-86.99303,20.444131,261
-87.733067,20.491117,256
-89.620242,20.174789,260
-89.373809,21.330479,256
-87.379832,21.521897,252
-88.318834,18.506643,259
-87.738315,20.491933,256
-87.015778,20.6956,258
-88.809845,19.897132,260
-87.364172,20.350087,258
-87.12147,20.582652,259
-86.776558,21.078558,256
-87.068153,20.631617,258
-86.760612,21.110536,256
-86.822234,21.200253,255
-87.649584,21.453476,252
-86.857072,21.124739,255
-87.429087,20.21375,258
-86.974707,21.111587,254
-87.223916,20.50274,258
-87.223885,20.502783,258
-87.304411,20.373576,259
-87.445007,20.179996,259
-87.738133,20.488977,256
-88.237623,20.742343,253
-87.134775,20.61675,258
-87.499926,19.352814,261
-89.957196,21.193328,257
-86.898097,20.864839,257
-87.639343,19.850951,260
-86.837535,21.142634,255
-86.988201,20.272664,261
-87.087334,20.869896,256
-86.822633,21.150771,256
-89.230704,21.346234,257
-88.292146,20.699205,255
-89.629873,20.968145,258
-87.114998,20.584312,258
-87.0297,20.665956,259
-89.645846,21.01845,257
-88.24321,18.573574,260
-86.905011,20.546034,261
-86.856237,21.055302,256
-89.556208,21.305478,255
-87.01439,20.715013,258
-87.354387,20.388406,258
-86.822296,21.200171,255
-86.836955,21.144119,255
-89.639557,21.028108,257
-86.807118,21.204533,255
-86.954554,20.856203,257
-87.679235,21.511921,252
-87.35212,21.422187,252
-88.242352,18.601327,260
-89.810171,18.106474,251
-89.263604,21.3419,256
-90.214137,20.615312,267
-87.071068,20.629437,258
-90.375852,20.85509,264
-86.788422,21.472861,254
-86.856969,21.204001,255
-87.193576,21.210346,253
-86.845622,21.203436,255
-87.12019,20.581072,259
-89.70915,21.020736,258
-90.024487,21.166757,258
-89.578304,20.947263,258
-87.249988,20.490576,259
-89.518962,21.10873,256
-87.235825,20.518259,258
-88.124855,18.335316,261
-86.848409,21.205066,255
-88.320647,21.154075,255
-89.094338,20.709879,262
-88.124906,21.48417,254
-87.029652,20.66721,258
-87.022558,20.377082,260
-86.78167,21.070388,256
-89.597296,21.121455,256
-86.83921,21.143444,255
-88.562701,20.682826,258
-86.806192,21.244565,255
-86.856805,21.05424,256
-87.741134,18.538957,264
-89.243749,19.909758,255
-88.55665,18.020095,252
-87.634384,20.647146,254
-87.477071,19.808276,260
-88.157898,21.596482,254
-89.019165,20.017326,259
-89.260787,21.333981,256
-86.819978,21.148364,256
-86.971265,20.727683,258
-89.426054,21.319856,256
-88.149609,21.145469,254
-89.297596,20.744347,260
-86.822513,21.200797,255
-86.80448,21.243909,255
-87.428794,20.21508,258
-87.0188,20.37605,260
-86.945924,20.773944,258
-87.720529,20.494208,256
-89.871558,18.321582,252
-88.804062,19.930175,260
-87.429467,20.214881,258
-90.497018,19.77569,262
-86.846671,20.49424,260
-89.773418,21.224064,255
-87.589842,20.361584,256
-89.19445,21.213503,257
-89.55448,20.91673,258
-89.808544,18.114527,251
-88.706081,19.748611,259
-87.121017,20.579152,259
-86.954077,20.7633,258
-87.711206,20.309155,256
-86.969083,20.476732,261
-88.817225,18.441752,250
-87.03633,20.661705,259
-89.771269,20.359269,263
-86.93078,21.011397,255
-86.819992,21.178543,255
-88.809845,19.897132,260
-86.789133,21.472499,254
-88.235412,18.881611,258
-87.347131,20.397353,258
-86.917463,20.441449,261
-87.516702,20.866173,253
-87.913522,21.591892,253
-89.28237,18.811373,250
-87.72023,20.494781,256
-89.628519,21.091746,256
-87.074763,20.704863,258
-86.922643,20.408006,261
-89.597672,21.057282,257
-87.022505,20.369901,261
-89.856443,20.987098,259
-87.251018,20.486117,258
-89.295129,21.341948,256
-86.832502,21.120702,256
-87.091077,20.641771,258
-89.9052,19.764684,263
-89.583801,21.070683,257
-87.234822,20.514468,258
-87.045212,20.673321,258
-89.457421,20.253823,256
-89.610018,20.930853,258
-88.319428,18.506717,259
-89.629873,20.968145,258
-86.930326,20.858656,257
-89.810058,18.105817,251
-88.330378,18.523557,259
-86.752983,21.127188,256
-87.00505,20.29877,261
-87.593801,20.089664,259
-88.935356,21.088325,259
-87.021666,20.381542,260
-88.154776,20.59852,254
-87.997721,21.451449,253
-86.821892,21.199838,255
-87.215116,20.506497,258
-87.338871,20.363047,258
-86.846213,20.503912,261
-87.088011,20.673461,258
-88.806111,19.929764,260
-88.380761,20.759812,256
-89.622742,21.157899,255
-87.339688,20.367319,258
-86.778153,21.145253,256
-89.717286,20.64844,262
-89.41958,18.58894,245
-87.765556,18.422565,264
-87.458706,20.170216,259
-88.310938,21.004629,255
-88.788064,20.569351,260
-87.348478,20.338766,258
-87.733856,20.496872,256
-86.861402,21.207932,255
-88.169664,21.193413,254
-89.629873,20.968145,258
-89.554768,18.269492,245
-87.300572,20.448929,258
-88.664226,20.544677,259
-86.969153,20.477161,261
-87.648582,21.389978,252
-86.812355,21.177188,255
-88.296146,18.500189,259
-88.146881,18.353912,260
-88.325717,18.533608,259
-89.520409,18.44933,247
-89.066873,20.888092,261
-90.048324,21.158941,259
-88.978315,21.130605,259
-89.538417,18.222212,247
-87.429349,20.215061,258
-90.036724,21.168621,258
-88.303629,21.00715,255
-88.446051,20.589218,257
-86.788824,21.471958,254
-86.828513,21.135936,256
-87.583889,20.721944,253
-86.988128,20.272542,261
-89.633345,21.279362,255
-89.019033,20.016621,259
-89.630045,21.274917,255
-89.768383,20.359906,263
-86.748356,21.259875,255
-87.074002,20.704884,258
-89.484515,21.307344,256
-87.367635,21.531906,252
-88.630216,20.749306,259
-89.420526,21.236694,256
-89.769247,20.359637,263
-89.669444,21.161389,256
-87.428751,20.214585,258
-89.771012,20.361396,263
-87.304038,20.408897,259
-89.629873,20.968145,258
-89.64722,20.248862,260
-88.310938,21.004865,255
-89.768532,20.363417,263
-88.319042,18.506407,259
-90.568553,19.824578,262
-87.617956,20.662742,255
-89.61754,21.044537,257
-87.479107,20.145622,259
-87.997721,21.451449,253
-88.236206,21.565379,255
-87.42751,20.220113,258
-88.633116,21.110319,258
-86.778356,21.142829,256
-86.817859,21.144621,256
-86.811905,21.183772,255
-89.499532,21.079305,257
-88.22972,21.154786,254
-87.364065,20.350287,258
-89.603972,21.292982,255
-86.777393,21.145325,256
-87.191724,20.522412,259
-87.020793,20.37627,260
-88.159771,21.59673,254
-88.232274,18.609096,260
-86.956269,20.486412,260
-87.054589,20.647183,258
-86.887501,20.881596,257
-87.429601,20.215236,258
-86.905395,20.98903,256
-86.832687,20.983179,257
-88.322999,18.547413,259
-89.7714,20.359087,263
-88.247058,18.864382,258
-89.844548,21.249198,256
-89.689765,20.982491,258
-89.016854,21.358975,257
-86.851528,21.161886,255
-88.001412,19.601175,259
-86.897283,20.82572,258
-89.374131,20.736545,260
-88.445925,20.589007,257
-86.955345,20.76457,258
-89.519518,21.074998,257
-87.429308,20.214303,258
-86.811931,21.304626,255
-87.429269,20.212197,258
-88.182947,20.69262,253
-89.629873,20.968145,258
-88.316383,21.012826,255
-87.234785,20.514408,258
-86.814893,21.144956,256
-86.914442,21.177841,255
-88.318891,18.506773,259
-88.832122,18.475355,250
-89.288127,18.81121,250
-86.968865,20.476844,261
-89.476189,20.079029,257
-87.7381,20.48805,256
-86.823732,21.201375,255
-87.284408,20.460357,258
-89.619931,21.031404,257
-87.389337,21.51053,252
-87.231028,20.498284,259
-87.430937,20.214885,258
-89.647354,20.248364,260
-87.43119,20.212875,258
-87.316344,20.418153,258
-89.165983,18.831137,253
-89.632454,20.905875,259
-88.202889,20.752307,253
-86.829868,20.985608,257
-88.569224,20.684304,258
-86.969647,20.739231,258
-86.992164,20.441574,261
-87.634491,20.645903,254
-88.809845,19.897132,260
-88.197662,20.691808,253
-87.443787,20.185672,259
-86.875515,20.847854,257
-87.583889,20.721944,253
-87.07328,20.625307,258
-89.828219,21.234319,256
-86.847109,21.158382,255
-87.667443,21.514409,252
-88.169167,19.143056,259
-88.002164,19.606124,259
-88.809845,19.89728,260
-88.154876,20.990398,253
-86.838352,21.141844,255
-88.464269,20.433187,258
-87.402763,20.253863,259
-90.071317,19.436242,257
-86.816711,21.149629,256
-89.658634,20.976489,258
-88.14473,21.596956,254
-87.478677,19.960423,260
-88.174717,20.658128,253
-86.851981,21.055947,256
-88.2306,18.589715,260
-86.97911,20.280613,261
-88.954807,20.880045,261
-86.717915,21.208369,255
-88.809845,19.897132,260
-88.004318,21.4357,254
-87.115707,20.589197,258
-87.09473,20.602689,258
-87.119698,20.580913,259
-89.521467,18.876628,248
-89.925476,18.538458,254
-88.79587,18.421505,250
-87.193631,21.210376,253
-86.98944,20.27362,261
-87.085718,20.636932,258
-88.261791,20.660422,254
-87.342732,20.376665,258
-87.428974,20.215548,258
-88.454094,18.557701,256
-88.278805,18.742315,258
-86.969711,20.739147,258
-90.453164,20.703377,266
-87.348464,20.338775,258
-86.814797,21.269207,255
-86.901199,20.850302,257
-86.792679,21.386558,254
-88.987016,19.925356,259
-89.974659,21.18156,258
-88.29658,18.50352,259
-86.994842,20.4421,261
-89.549538,18.369589,246
-89.411479,21.136522,256
-89.810167,18.105456,251
-86.953728,20.337168,261
-89.96855,21.188318,258
-86.967606,20.737162,258
-89.499532,21.079305,257
-87.119698,20.580913,259
-86.969083,20.476794,261
-86.79331,21.036386,257
-89.170504,19.180865,256
-89.754296,18.374039,249
-89.634506,20.312225,260
-87.12168,20.578817,259
-89.771866,20.358749,263
-87.092886,20.62609,258
-87.429046,20.214513,258
-87.42896,20.215962,258
-89.583685,20.992061,258
-89.63446,20.937801,258
-88.445782,20.588989,257
-89.624458,20.976198,258
-87.344484,21.429638,252
-87.224328,20.509048,258
-88.455322,20.63144,257
-87.076696,20.630449,258
-87.336529,20.361896,258
-87.119698,20.580913,259
-89.621763,21.075908,257
-88.395639,18.667064,258
-88.23587,21.560128,255
-87.228338,20.515013,258
-90.364327,20.908565,263
-86.815796,21.300567,255
-87.428938,20.21658,258
-89.065353,18.2441,250
-87.329713,20.369193,259
-87.431808,20.215338,258
-89.612833,21.085824,256
-90.687636,19.639204,260
-89.19445,21.213503,257
-86.969319,20.477071,261
-89.592586,20.96737,258
-89.634292,21.0232,257
-86.875534,20.847808,257
-86.934395,20.539824,260
-89.618763,20.866413,259
-86.798333,21.17977,255
-89.769101,20.360875,263
-89.711362,20.595332,262
-86.769937,21.093667,256
-89.831886,21.002112,258
-87.318062,18.59987,264
-87.723683,18.672979,263
-89.515736,21.052211,257
-89.578333,20.170833,259
-87.429421,20.21495,258
-87.020523,20.381642,260
-89.54336,21.131305,256
-89.594866,21.091378,256
-88.39719,18.662092,258
-87.463542,20.17996,259
-89.653141,21.043303,257
-87.33363,21.562243,252
-90.300403,20.273151,268
-88.173066,21.187929,254
-86.958042,20.769379,258
-87.286667,20.443056,259
-87.341535,20.375877,258
-89.778224,18.365596,249
-87.260284,20.473406,258
-86.780427,21.03723,257
-86.841375,21.142097,255
-89.595349,21.091803,256
-89.842186,21.248686,256
-87.429193,20.214993,258
-86.786704,21.033125,257
-87.959364,21.437969,253
-87.736111,20.494764,256
-87.738512,20.494944,256
-88.105225,21.639833,254
-88.571067,20.678858,258
-87.762383,21.320402,252
-89.708451,21.020432,258
-87.085893,20.63623,258
-88.14536,21.593813,254
-87.303633,20.407747,259
-89.60117,21.023321,257
-88.169602,21.193594,254
-88.556361,18.028389,252
-86.838151,21.143383,255
-88.809845,19.89715,260
-86.814126,21.146226,256
-87.428737,20.214731,258
-89.640256,20.969462,258
-88.275862,20.645968,254
-86.963263,20.495954,261
-87.096594,20.604275,258
-89.842102,21.248689,256
-86.816196,21.146152,256
-87.379832,21.521897,252
-89.39962,21.003929,258
-86.814026,21.262472,255
-89.426485,21.314578,256
-87.38122,20.278518,259
-86.903411,20.845266,257
-89.24996,20.742862,261
-89.596488,21.058308,257
-88.494653,20.623615,257
-86.778465,21.07132,256
-87.152964,20.625982,258
-88.148011,21.540248,254
-86.809397,21.252025,255
-86.987718,20.27344,261
-87.380781,21.517635,252
-87.479024,20.203835,259
-88.806111,19.929764,260
-89.598192,21.090972,256
-87.560409,20.094984,259
-89.662187,21.18528,255
-87.087128,20.633178,258
-89.596635,21.148054,255
-89.624462,21.257292,255
-88.235348,18.609007,260
-86.733721,21.223881,255
-88.157898,21.596482,254
-89.688682,21.011107,257
-88.061031,19.222623,259
-90.370395,20.94491,263
-86.860928,21.182468,255
-89.493105,18.410957,246
-89.555549,18.743027,246
-87.315901,20.395974,259
-87.504926,20.368894,257
-89.647138,20.248039,260
-87.369848,20.325461,259
-87.486147,20.274088,258
-88.164474,20.599188,254
-87.064057,20.633535,258
-86.875603,21.147978,255
-87.811704,18.342041,264
-89.711535,21.020406,258
-87.973732,20.380678,256
-88.137731,18.359972,260
-88.158835,21.121442,254
-88.806143,19.929718,260
-86.950608,20.770613,258
-87.226112,20.500762,258
-89.284711,20.806582,260
-87.589026,20.112486,259
-90.048135,21.15939,259
-89.594071,21.033152,257
-87.198022,21.230456,253
-87.239123,20.494596,259
-89.326742,21.215694,256
-89.697135,20.918212,258
-89.602456,21.069883,257
-88.809845,19.897132,260
-86.866359,20.874721,258
-87.42903,20.216592,258
-88.812592,19.903652,260
-87.236239,20.494418,259
-89.52896,20.87245,259
-89.592586,20.96737,258
-89.095597,18.64071,251
-88.311043,21.004776,255
-87.132749,20.637426,258
-87.118173,20.580497,259
-87.159593,21.17573,253
-87.438228,20.213191,258
-89.286975,18.822166,250
-89.639936,21.124527,256
